"gene","MoransI_observed","MoransI_p.value","MoransI_p.adj"
"AT3G13062",NA,NA,NA
"SRF4",NA,NA,NA
"AT3G13070",NA,NA,NA
"ABCC3",NA,NA,NA
"ABCC6",NA,NA,NA
"ABCC7",NA,NA,NA
"SERAT2%3B2",NA,NA,NA
"AT3G13120",NA,NA,NA
"AT3G13150",NA,NA,NA
"AT3G13160",NA,NA,NA
"ATSPO11-1",NA,NA,NA
"AT3G13175",NA,NA,NA
"AT3G13180",NA,NA,NA
"AT3G13190",NA,NA,NA
"EMB2769",NA,NA,NA
"AT3G13210",NA,NA,NA
"GIP1",NA,NA,NA
"AT3G13224",NA,NA,NA
"AT3G13225",NA,NA,NA
"AT3G13226",NA,NA,NA
"AT3G13230",NA,NA,NA
"DDI1",NA,NA,NA
"AT3G13275",NA,NA,NA
"VCR",NA,NA,NA
"VCS",NA,NA,NA
"AT3G13310",NA,NA,NA
"CAX2",NA,NA,NA
"PA200",NA,NA,NA
"AT3G13340",NA,NA,NA
"AT3G13350",NA,NA,NA
"WIP3.1",NA,NA,NA
"BRL3",NA,NA,NA
"sks13",NA,NA,NA
"AT3G13404",NA,NA,NA
"AT3G13410",NA,NA,NA
"AT3G13420",NA,NA,NA
"AT3G13430",NA,NA,NA
"AT3G13432",NA,NA,NA
"AT3G13435",NA,NA,NA
"AT3G13440",NA,NA,NA
"TBP1",NA,NA,NA
"DIN4",NA,NA,NA
"ECT2",NA,NA,NA
"Cpn60beta2",NA,NA,NA
"AT3G13480",NA,NA,NA
"OVA5",NA,NA,NA
"AT3G13510",NA,NA,NA
"MAPKKK7",NA,NA,NA
"FUS9",NA,NA,NA
"AT3G13560",NA,NA,NA
"SCL30A",NA,NA,NA
"AT3G13580",NA,NA,NA
"AT3G13600",NA,NA,NA
"AT3G13610",NA,NA,NA
"PUT4",NA,NA,NA
"ABCE1",NA,NA,NA
"AT3G13650",NA,NA,NA
"AT3G13670",NA,NA,NA
"AT3G13674",NA,NA,NA
"AT3G13677",NA,NA,NA
"LDL2",NA,NA,NA
"AT3G13690",NA,NA,NA
"PRA8",NA,NA,NA
"AT3G13740",NA,NA,NA
"BGAL1",NA,NA,NA
"AT3G13760",NA,NA,NA
"TMN7",NA,NA,NA
"AT3G13780",NA,NA,NA
"NAP1%3B4",NA,NA,NA
"ATBFRUCT1",NA,NA,NA
"AT3G13800",NA,NA,NA
"IDD11",NA,NA,NA
"AT3G13845",NA,NA,NA
"AT3G13857",NA,NA,NA
"HSP60-3A",NA,NA,NA
"RHD3",NA,NA,NA
"AT3G13880",NA,NA,NA
"AT3G13882",NA,NA,NA
"AT3G13910",NA,NA,NA
"EIF4A1",NA,NA,NA
"AT3G13930",NA,NA,NA
"AT3G13940",NA,NA,NA
"GRF5",NA,NA,NA
"APG12B",NA,NA,NA
"AT3G13980",NA,NA,NA
"AT3G13990",NA,NA,NA
"ATBRXL2",NA,NA,NA
"CID4",NA,NA,NA
"NF-YA6",NA,NA,NA
"RSH2.1",NA,NA,NA
"AT3G14067",NA,NA,NA
"AT3G14075",NA,NA,NA
"LSM1B",NA,NA,NA
"EXO70D3",NA,NA,NA
"AT3G14100",NA,NA,NA
"FLU",NA,NA,NA
"AT3G14120",NA,NA,NA
"HAOX1",NA,NA,NA
"HAOX2",NA,NA,NA
"AT3G14160",NA,NA,NA
"AT3G14170",NA,NA,NA
"AT3G14172",NA,NA,NA
"ASIL2",NA,NA,NA
"AT3G14190",NA,NA,NA
"AT3G14200",NA,NA,NA
"AT3G14205",NA,NA,NA
"ESM1",NA,NA,NA
"AT3G14220",NA,NA,NA
"RAP2.2",NA,NA,NA
"AT3G14240",NA,NA,NA
"AT3G14260",NA,NA,NA
"FAB1B",NA,NA,NA
"AT3G14280",NA,NA,NA
"PAE2",NA,NA,NA
"PME3",NA,NA,NA
"AT3G14330",NA,NA,NA
"SRF7",NA,NA,NA
"AT3G14360",NA,NA,NA
"RTFL10",NA,NA,NA
"WAG2",NA,NA,NA
"AT3G14380",NA,NA,NA
"AT3G14390",NA,NA,NA
"UBP25",NA,NA,NA
"AT3G14410",NA,NA,NA
"GOX2",NA,NA,NA
"GOX1",NA,NA,NA
"AT3G14430",NA,NA,NA
"AT3G14452",NA,NA,NA
"AT3G14470",NA,NA,NA
"AT3G14510",NA,NA,NA
"AT3G14530",NA,NA,NA
"AT3G14540",NA,NA,NA
"GGPS3",NA,NA,NA
"GSL04",NA,NA,NA
"NTMC2T6.2",NA,NA,NA
"AT3G14595",NA,NA,NA
"AT3G14600",NA,NA,NA
"CYP72A7",NA,NA,NA
"CYP72A8",NA,NA,NA
"CYP72A11",NA,NA,NA
"CYP72A13",NA,NA,NA
"CYP72A14",NA,NA,NA
"CYP72A15",NA,NA,NA
"MPK19",NA,NA,NA
"AT3G14730",NA,NA,NA
"AT3G14740",NA,NA,NA
"AT3G14750",NA,NA,NA
"AT3G14780",NA,NA,NA
"RHM3",NA,NA,NA
"AT3G14830",NA,NA,NA
"AT3G14840",NA,NA,NA
"AT3G14860",NA,NA,NA
"AT3G14870",NA,NA,NA
"AT3G14880",NA,NA,NA
"AT3G14890",NA,NA,NA
"EMB3120",NA,NA,NA
"AT3G14910",NA,NA,NA
"AT3G14920",NA,NA,NA
"HEME1",NA,NA,NA
"PPC3",NA,NA,NA
"AT3G14960",NA,NA,NA
"ROS4",NA,NA,NA
"DJ1A",NA,NA,NA
"RIP1",NA,NA,NA
"AT3G15010",NA,NA,NA
"mMDH2",NA,NA,NA
"TCP4",NA,NA,NA
"AT3G15040",NA,NA,NA
"RABA1g",NA,NA,NA
"AT3G15070",NA,NA,NA
"AT3G15080",NA,NA,NA
"AT3G15090",NA,NA,NA
"HCF243",NA,NA,NA
"AT3G15110",NA,NA,NA
"AT3G15115",NA,NA,NA
"AT3G15120",NA,NA,NA
"AT3G15130",NA,NA,NA
"AT3G15140",NA,NA,NA
"HPY2",NA,NA,NA
"AT3G15160",NA,NA,NA
"CUC1",NA,NA,NA
"AT3G15180",NA,NA,NA
"PRPS20",NA,NA,NA
"AT3G03025",NA,NA,NA
"ERF4",NA,NA,NA
"AT3G15220",NA,NA,NA
"AT3G15240",NA,NA,NA
"AT3G15250",NA,NA,NA
"AT3G15260",NA,NA,NA
"SPL5",NA,NA,NA
"AT3G15290",NA,NA,NA
"AT3G15300",NA,NA,NA
"PPI2",NA,NA,NA
"AT3G15350",NA,NA,NA
"SPA3",NA,NA,NA
"AT3G15351",NA,NA,NA
"COX17",NA,NA,NA
"MT3",NA,NA,NA
"UBC25",NA,NA,NA
"AT3G15357",NA,NA,NA
"TRX-M4",NA,NA,NA
"EXPA12",NA,NA,NA
"AT3G15380",NA,NA,NA
"SDE5",NA,NA,NA
"AT3G15395",NA,NA,NA
"ATA20",NA,NA,NA
"AT3G15410",NA,NA,NA
"AT3G15420",NA,NA,NA
"AT3G15430",NA,NA,NA
"AT3G15450",NA,NA,NA
"AT3G15460",NA,NA,NA
"AT3G15470",NA,NA,NA
"AT3G15480",NA,NA,NA
"AT3G03125",NA,NA,NA
"AT3G15518",NA,NA,NA
"AT3G15520",NA,NA,NA
"AT3G15530",NA,NA,NA
"AT3G15534",NA,NA,NA
"IAA19",NA,NA,NA
"AT3G15570",NA,NA,NA
"APG8H",NA,NA,NA
"AT3G15590",NA,NA,NA
"AT3G15610",NA,NA,NA
"UVR3",NA,NA,NA
"AT3G15630",NA,NA,NA
"AT3G15640",NA,NA,NA
"AT3G15650",NA,NA,NA
"GRX4",NA,NA,NA
"AT3G15680",NA,NA,NA
"AT3G15690",NA,NA,NA
"AT3G15710",NA,NA,NA
"AT3G15720",NA,NA,NA
"PLDALPHA1",NA,NA,NA
"AT3G15750",NA,NA,NA
"AT3G15760",NA,NA,NA
"AT3G15770",NA,NA,NA
"AT3G15780",NA,NA,NA
"MBD11",NA,NA,NA
"AT3G15810",NA,NA,NA
"ROD1",NA,NA,NA
"PIFI",NA,NA,NA
"FAD5",NA,NA,NA
"WSIP2",NA,NA,NA
"AT3G15890",NA,NA,NA
"AT3G15900",NA,NA,NA
"AT3G15920",NA,NA,NA
"AT3G15940",NA,NA,NA
"NAI2",NA,NA,NA
"AT3G15970",NA,NA,NA
"AT3G15980",NA,NA,NA
"SULTR3%3B4",NA,NA,NA
"MFP1",NA,NA,NA
"AT3G16010",NA,NA,NA
"CES101",NA,NA,NA
"PDX1.2",NA,NA,NA
"AT3G16060",NA,NA,NA
"AT3G16080",NA,NA,NA
"Hrd1A",NA,NA,NA
"RABG3c",NA,NA,NA
"PDIL1-6",NA,NA,NA
"AT3G16120",NA,NA,NA
"PSAH-1",NA,NA,NA
"ASPGB1",NA,NA,NA
"AAE13",NA,NA,NA
"AT3G16180",NA,NA,NA
"AT3G16190",NA,NA,NA
"AT3G16200",NA,NA,NA
"AT3G16220",NA,NA,NA
"AT3G16230",NA,NA,NA
"DELTA-TIP",NA,NA,NA
"PnsB3",NA,NA,NA
"TRZ4",NA,NA,NA
"AT3G16270",NA,NA,NA
"AT3G16280",NA,NA,NA
"EMB2083",NA,NA,NA
"AT3G16300",NA,NA,NA
"AT3G16310",NA,NA,NA
"CDC27a",NA,NA,NA
"AT3G16330",NA,NA,NA
"ABCG29",NA,NA,NA
"AT3G16350",NA,NA,NA
"AHP4",NA,NA,NA
"AT3G16370",NA,NA,NA
"NSP3",NA,NA,NA
"NSP1",NA,NA,NA
"NSP4",NA,NA,NA
"PBP1",NA,NA,NA
"JAL31",NA,NA,NA
"MLP-300B",NA,NA,NA
"JAL33",NA,NA,NA
"JAL34",NA,NA,NA
"JR1",NA,NA,NA
"MPPalpha",NA,NA,NA
"IQD26",NA,NA,NA
"PAP1.2",NA,NA,NA
"AT3G16510",NA,NA,NA
"UGT88A1",NA,NA,NA
"AT3G16560",NA,NA,NA
"AT3G16565",NA,NA,NA
"RALF23",NA,NA,NA
"AT3G16610",NA,NA,NA
"TOC120",NA,NA,NA
"KINESIN-13A",NA,NA,NA
"TCTP",NA,NA,NA
"AT3G16650",NA,NA,NA
"AT3G16700",NA,NA,NA
"ATL2",NA,NA,NA
"HEB2",NA,NA,NA
"AT3G16740",NA,NA,NA
"AT3G16750",NA,NA,NA
"AT3G16760",NA,NA,NA
"EBP",NA,NA,NA
"AT3G16780",NA,NA,NA
"PLDP1",NA,NA,NA
"AT3G16800",NA,NA,NA
"PUM24",NA,NA,NA
"TPR2.1",NA,NA,NA
"AT3G16840",NA,NA,NA
"AT3G16850",NA,NA,NA
"RR1",NA,NA,NA
"GATA17",NA,NA,NA
"PPR40",NA,NA,NA
"AAE7",NA,NA,NA
"AT3G16940",NA,NA,NA
"LPD1",NA,NA,NA
"AT3G16990",NA,NA,NA
"UBC32",NA,NA,NA
"AT3G17020",NA,NA,NA
"AT3G17030",NA,NA,NA
"HCF107",NA,NA,NA
"AT3G17070",NA,NA,NA
"AT3G17090",NA,NA,NA
"AT3G03435",NA,NA,NA
"AT3G17100",NA,NA,NA
"AT3G17120",NA,NA,NA
"AT3G17160",NA,NA,NA
"RFC3.1",NA,NA,NA
"UPL6",NA,NA,NA
"HS1",NA,NA,NA
"mtLPD2",NA,NA,NA
"AT3G17250",NA,NA,NA
"EMB2786",NA,NA,NA
"DRM3",NA,NA,NA
"ECT6",NA,NA,NA
"AT3G17340",NA,NA,NA
"AT3G17350",NA,NA,NA
"POK1",NA,NA,NA
"AT3G17365",NA,NA,NA
"MTO3",NA,NA,NA
"AT3G17410",NA,NA,NA
"GPK1",NA,NA,NA
"AT3G17430",NA,NA,NA
"NPSN13",NA,NA,NA
"AT3G17450",NA,NA,NA
"AT3G17460",NA,NA,NA
"RPL3P",NA,NA,NA
"CRSH",NA,NA,NA
"CIPK1",NA,NA,NA
"AT3G17580",NA,NA,NA
"BSH",NA,NA,NA
"IAA31",NA,NA,NA
"HYH",NA,NA,NA
"RBL14",NA,NA,NA
"AT3G17626",NA,NA,NA
"AT3G17640",NA,NA,NA
"YSL5",NA,NA,NA
"AT3G17655",NA,NA,NA
"AGD15",NA,NA,NA
"ENA",NA,NA,NA
"AT3G17670",NA,NA,NA
"AT3G17680",NA,NA,NA
"CNGC19",NA,NA,NA
"CNBT1",NA,NA,NA
"AT3G17712",NA,NA,NA
"AT3G17717",NA,NA,NA
"AT3G17740",NA,NA,NA
"AT3G17750",NA,NA,NA
"AT3G17770",NA,NA,NA
"AT3G17780",NA,NA,NA
"PAP17",NA,NA,NA
"AT3G17800",NA,NA,NA
"PYD1",NA,NA,NA
"GLN1.3",NA,NA,NA
"AT3G17830",NA,NA,NA
"RLK902",NA,NA,NA
"AT3G17850",NA,NA,NA
"JAZ3",NA,NA,NA
"TDX",NA,NA,NA
"AT3G17890",NA,NA,NA
"AT3G03595",NA,NA,NA
"AT3G17900",NA,NA,NA
"SURF1",NA,NA,NA
"AT3G17920",NA,NA,NA
"DAC",NA,NA,NA
"AT3G17940",NA,NA,NA
"AT3G17950",NA,NA,NA
"TOC64-III",NA,NA,NA
"C2",NA,NA,NA
"XPL1",NA,NA,NA
"WOX1",NA,NA,NA
"HAL3A",NA,NA,NA
"HON4",NA,NA,NA
"MPK9",NA,NA,NA
"AT3G18050",NA,NA,NA
"AT3G18060",NA,NA,NA
"BGLU43",NA,NA,NA
"BGLU44",NA,NA,NA
"NRPD2B",NA,NA,NA
"MYB4R1",NA,NA,NA
"EMB1270",NA,NA,NA
"RACK1C-AT",NA,NA,NA
"LST8-1",NA,NA,NA
"PEX3-1",NA,NA,NA
"MOS4",NA,NA,NA
"AT3G18190",NA,NA,NA
"AT3G18210",NA,NA,NA
"AT3G18215",NA,NA,NA
"AT3G18230",NA,NA,NA
"AT3G18240",NA,NA,NA
"CYP77A5P",NA,NA,NA
"AT3G18280",NA,NA,NA
"BTS",NA,NA,NA
"AT3G18300",NA,NA,NA
"AT3G18310",NA,NA,NA
"AT3G18320",NA,NA,NA
"AT3G18350",NA,NA,NA
"ATSYTF",NA,NA,NA
"SHH2",NA,NA,NA
"EMB1865",NA,NA,NA
"NAC058",NA,NA,NA
"AT3G18410",NA,NA,NA
"AT3G18420",NA,NA,NA
"AT3G18430",NA,NA,NA
"ALMT9",NA,NA,NA
"CASP",NA,NA,NA
"ASPG1",NA,NA,NA
"AT3G18500",NA,NA,NA
"AT3G18510",NA,NA,NA
"HDA15",NA,NA,NA
"MSH2",NA,NA,NA
"AT3G18530",NA,NA,NA
"AT3G18535",NA,NA,NA
"AT3G18560",NA,NA,NA
"AT3G18580",NA,NA,NA
"AT3G18600",NA,NA,NA
"NUC-L2",NA,NA,NA
"AT3G18620",NA,NA,NA
"UNG",NA,NA,NA
"AT3G18640",NA,NA,NA
"PGSIP1",NA,NA,NA
"AT3G18670",NA,NA,NA
"AT3G18680",NA,NA,NA
"MKS1",NA,NA,NA
"PUB29",NA,NA,NA
"TSK",NA,NA,NA
"RLK902.1",NA,NA,NA
"WNK6",NA,NA,NA
"AT3G18760",NA,NA,NA
"AT3G18770",NA,NA,NA
"ACT2",NA,NA,NA
"AT3G18790",NA,NA,NA
"AT3G18800",NA,NA,NA
"RAB7B",NA,NA,NA
"PMT5",NA,NA,NA
"LPAT5",NA,NA,NA
"AT3G18860",NA,NA,NA
"AT3G18870",NA,NA,NA
"AT3G18880",NA,NA,NA
"Tic62",NA,NA,NA
"AT3G18900",NA,NA,NA
"ETP2",NA,NA,NA
"AT3G18930",NA,NA,NA
"AT3G18940",NA,NA,NA
"AT3G18960",NA,NA,NA
"MEF20",NA,NA,NA
"ETP1",NA,NA,NA
"VRN1",NA,NA,NA
"AT3G19000",NA,NA,NA
"AT3G19002",NA,NA,NA
"AT3G19010",NA,NA,NA
"AT3G19030",NA,NA,NA
"POK2",NA,NA,NA
"AT3G19080",NA,NA,NA
"AT3G19100",NA,NA,NA
"AT3G19120",NA,NA,NA
"RBP47B",NA,NA,NA
"KRP6",NA,NA,NA
"PREP1",NA,NA,NA
"PARC6",NA,NA,NA
"ATG2",NA,NA,NA
"AT3G19200",NA,NA,NA
"RAD54",NA,NA,NA
"SCO2",NA,NA,NA
"AT3G19230",NA,NA,NA
"AT3G19240",NA,NA,NA
"AT3G19250",NA,NA,NA
"LOH2",NA,NA,NA
"CYP707A4",NA,NA,NA
"FUT11",NA,NA,NA
"ABF4",NA,NA,NA
"AT3G19300",NA,NA,NA
"AT3G19330",NA,NA,NA
"AT3G19340",NA,NA,NA
"AT3G19360",NA,NA,NA
"AT3G19370",NA,NA,NA
"PUB25",NA,NA,NA
"AT3G19390",NA,NA,NA
"AT3G19400",NA,NA,NA
"PEN2.1",NA,NA,NA
"AT3G19430",NA,NA,NA
"AT3G19440",NA,NA,NA
"ATCAD4",NA,NA,NA
"AT3G19460",NA,NA,NA
"AT3G19470",NA,NA,NA
"AT3G19480",NA,NA,NA
"NHD1",NA,NA,NA
"AT3G19500",NA,NA,NA
"AT3G19508",NA,NA,NA
"HAT3.1",NA,NA,NA
"AT3G19515",NA,NA,NA
"AT3G19520",NA,NA,NA
"AT3G19540",NA,NA,NA
"PUT5",NA,NA,NA
"SCO3",NA,NA,NA
"ZF2",NA,NA,NA
"BUB3.1",NA,NA,NA
"AT3G19620",NA,NA,NA
"AT3G19630",NA,NA,NA
"MGT4",NA,NA,NA
"AT3G19650",NA,NA,NA
"AT3G19663",NA,NA,NA
"PRP40B",NA,NA,NA
"AT3G19680",NA,NA,NA
"ARC5",NA,NA,NA
"AT3G19740",NA,NA,NA
"EIF4A-III",NA,NA,NA
"VPS9A",NA,NA,NA
"AT3G19780",NA,NA,NA
"AT3G19790",NA,NA,NA
"AT3G19800",NA,NA,NA
"AT3G19810",NA,NA,NA
"DWF1",NA,NA,NA
"NTMC2T5.2",NA,NA,NA
"PRP40C",NA,NA,NA
"bHLH121",NA,NA,NA
"AT3G19870",NA,NA,NA
"AT3G19895",NA,NA,NA
"AT3G19900",NA,NA,NA
"AT3G19910",NA,NA,NA
"AT3G19920",NA,NA,NA
"STP4",NA,NA,NA
"AT3G19950",NA,NA,NA
"ATM1",NA,NA,NA
"AT3G19970",NA,NA,NA
"FYPP3",NA,NA,NA
"AT3G19990",NA,NA,NA
"TOM40",NA,NA,NA
"AT3G20010",NA,NA,NA
"AT3G20015",NA,NA,NA
"PRMT6",NA,NA,NA
"ATHXK4",NA,NA,NA
"TCP-1",NA,NA,NA
"UBC19",NA,NA,NA
"TTN9",NA,NA,NA
"CYP705A15",NA,NA,NA
"CYP705A18",NA,NA,NA
"CYP705A19",NA,NA,NA
"CYP705A20",NA,NA,NA
"CYP705A21",NA,NA,NA
"CYP705A22",NA,NA,NA
"AT3G20150",NA,NA,NA
"AT3G20170",NA,NA,NA
"AT3G20200",NA,NA,NA
"AT3G20230",NA,NA,NA
"AT3G20240",NA,NA,NA
"PUM5",NA,NA,NA
"AT3G20260",NA,NA,NA
"AT3G20270",NA,NA,NA
"AT3G20280",NA,NA,NA
"EHD1",NA,NA,NA
"AT3G20300",NA,NA,NA
"ERF7",NA,NA,NA
"ABCI15",NA,NA,NA
"PYRB",NA,NA,NA
"AT3G20340",NA,NA,NA
"AT3G20350",NA,NA,NA
"AT3G20360",NA,NA,NA
"AT3G20362",NA,NA,NA
"AT3G20370",NA,NA,NA
"AT3G20390",NA,NA,NA
"CPK9",NA,NA,NA
"AT3G20430",NA,NA,NA
"EMB2729",NA,NA,NA
"MSH5",NA,NA,NA
"LpxK",NA,NA,NA
"AT3G20490",NA,NA,NA
"PAP18",NA,NA,NA
"AT3G20510",NA,NA,NA
"POLGAMMA1",NA,NA,NA
"DDL",NA,NA,NA
"PDIL5-3",NA,NA,NA
"ENODL9",NA,NA,NA
"AT3G20590",NA,NA,NA
"NDR1",NA,NA,NA
"AT3G20620",NA,NA,NA
"UBP14",NA,NA,NA
"AT3G20650",NA,NA,NA
"OCT4",NA,NA,NA
"HTA13",NA,NA,NA
"AT3G20680",NA,NA,NA
"AT3G20710",NA,NA,NA
"AT3G20720",NA,NA,NA
"FIE",NA,NA,NA
"EIN3",NA,NA,NA
"TOP6B",NA,NA,NA
"AT3G20790",NA,NA,NA
"AT3G20800",NA,NA,NA
"JMJD5",NA,NA,NA
"AT3G20820",NA,NA,NA
"UCNL",NA,NA,NA
"PLT1",NA,NA,NA
"AGP40",NA,NA,NA
"AT3G20870",NA,NA,NA
"WIP4",NA,NA,NA
"AT3G20890",NA,NA,NA
"AT3G20898",NA,NA,NA
"NF-YA9",NA,NA,NA
"AT3G20920",NA,NA,NA
"AT3G20930",NA,NA,NA
"CYP705A28",NA,NA,NA
"CYP705A30",NA,NA,NA
"CYP705A33",NA,NA,NA
"NFU4",NA,NA,NA
"AT3G21000",NA,NA,NA
"PSBTN",NA,NA,NA
"RBL",NA,NA,NA
"NADK1",NA,NA,NA
"ABCG15",NA,NA,NA
"AT3G21100",NA,NA,NA
"PUR7",NA,NA,NA
"AT3G21140",NA,NA,NA
"MNS2",NA,NA,NA
"ZML1",NA,NA,NA
"ACA9",NA,NA,NA
"MSR1",NA,NA,NA
"PGR7",NA,NA,NA
"AT3G04065",NA,NA,NA
"AT3G21215",NA,NA,NA
"MKK5",NA,NA,NA
"4CL5",NA,NA,NA
"4CL2",NA,NA,NA
"ABCC8",NA,NA,NA
"GLTP3",NA,NA,NA
"DOF2",NA,NA,NA
"UBP7",NA,NA,NA
"AT3G21290",NA,NA,NA
"AT3G21295",NA,NA,NA
"AT3G21300",NA,NA,NA
"AT3G21305",NA,NA,NA
"AT3G21330",NA,NA,NA
"MED6",NA,NA,NA
"AT3G21360",NA,NA,NA
"AT3G21390",NA,NA,NA
"AT3G21400",NA,NA,NA
"LBO1",NA,NA,NA
"ALY3",NA,NA,NA
"AT3G21465",NA,NA,NA
"AT3G21470",NA,NA,NA
"AT3G21480",NA,NA,NA
"AHP1",NA,NA,NA
"AT3G21530",NA,NA,NA
"AT3G21540",NA,NA,NA
"UGT84A2",NA,NA,NA
"ABCI12",NA,NA,NA
"AT3G21610",NA,NA,NA
"AT3G21620",NA,NA,NA
"CERK1",NA,NA,NA
"TWD1",NA,NA,NA
"AT3G21650",NA,NA,NA
"AT3G21670",NA,NA,NA
"AT3G21680",NA,NA,NA
"AT3G21690",NA,NA,NA
"SGP2",NA,NA,NA
"AT3G21710",NA,NA,NA
"ICL",NA,NA,NA
"FOLB3",NA,NA,NA
"APO4",NA,NA,NA
"UGT71B1",NA,NA,NA
"AT3G21755",NA,NA,NA
"HYR1",NA,NA,NA
"AT3G21770",NA,NA,NA
"AT3G21790",NA,NA,NA
"AT3G21810",NA,NA,NA
"ATXR2",NA,NA,NA
"PEX22",NA,NA,NA
"CYCP2%3B1",NA,NA,NA
"AT3G22060",NA,NA,NA
"AT3G22070",NA,NA,NA
"AT3G22090",NA,NA,NA
"AT3G22104",NA,NA,NA
"PAC1",NA,NA,NA
"CWLP",NA,NA,NA
"AT3G22121",NA,NA,NA
"AT3G22150",NA,NA,NA
"AT3G22160",NA,NA,NA
"FHY3",NA,NA,NA
"AT3G22180",NA,NA,NA
"IQD5",NA,NA,NA
"POP2",NA,NA,NA
"AT3G22210",NA,NA,NA
"AT3G04255",NA,NA,NA
"AT3G22220",NA,NA,NA
"AT3G22230",NA,NA,NA
"AT3G22260",NA,NA,NA
"AT3G22270",NA,NA,NA
"AT3G22290",NA,NA,NA
"RPS10",NA,NA,NA
"PMH1",NA,NA,NA
"NRPB5",NA,NA,NA
"PMH2",NA,NA,NA
"AOX1A",NA,NA,NA
"TIC",NA,NA,NA
"LOX5",NA,NA,NA
"WNK2",NA,NA,NA
"IGPD",NA,NA,NA
"AT3G22430",NA,NA,NA
"AT3G22440",NA,NA,NA
"AT3G22450",NA,NA,NA
"AT3G22470",NA,NA,NA
"PDF2",NA,NA,NA
"AT3G22520",NA,NA,NA
"AT3G22530",NA,NA,NA
"AT3G22540",NA,NA,NA
"AT3G22550",NA,NA,NA
"PHP",NA,NA,NA
"AT3G22600",NA,NA,NA
"PBD1",NA,NA,NA
"PAP85",NA,NA,NA
"AT3G22660",NA,NA,NA
"RDM1",NA,NA,NA
"AT3G22670",NA,NA,NA
"AT3G22690",NA,NA,NA
"AT3G22750",NA,NA,NA
"SOL1.1",NA,NA,NA
"TSO1",NA,NA,NA
"NET1A",NA,NA,NA
"AT3G22810",NA,NA,NA
"HSFA6B",NA,NA,NA
"ELIP1",NA,NA,NA
"AT3G22845",NA,NA,NA
"AT3G22850",NA,NA,NA
"DMC1",NA,NA,NA
"APS1",NA,NA,NA
"NRPD7",NA,NA,NA
"CML11",NA,NA,NA
"AGG2",NA,NA,NA
"ARFC1",NA,NA,NA
"PKP-ALPHA",NA,NA,NA
"AT3G22961",NA,NA,NA
"AT3G22970",NA,NA,NA
"AT3G22980",NA,NA,NA
"LFR",NA,NA,NA
"CIPK7",NA,NA,NA
"AT3G23020",NA,NA,NA
"IAA2",NA,NA,NA
"IAA7",NA,NA,NA
"CFM3A",NA,NA,NA
"AT3G23080",NA,NA,NA
"AT3G23090",NA,NA,NA
"XRCC4",NA,NA,NA
"ETR2",NA,NA,NA
"AT3G23160",NA,NA,NA
"AT3G23170",NA,NA,NA
"AT3G23175",NA,NA,NA
"AT3G23180",NA,NA,NA
"AT3G23190",NA,NA,NA
"AT3G23200",NA,NA,NA
"bHLH34",NA,NA,NA
"MYB15",NA,NA,NA
"AT3G23255",NA,NA,NA
"AT3G23260",NA,NA,NA
"XBAT35",NA,NA,NA
"LSH4",NA,NA,NA
"AT3G23300",NA,NA,NA
"AT3G23310",NA,NA,NA
"AT3G23325",NA,NA,NA
"AT3G23330",NA,NA,NA
"ckl10",NA,NA,NA
"AT3G23360",NA,NA,NA
"AT3G23370",NA,NA,NA
"AT3G23390",NA,NA,NA
"FIB4",NA,NA,NA
"FAO3",NA,NA,NA
"EDA6",NA,NA,NA
"AT3G23450",NA,NA,NA
"AT3G23470",NA,NA,NA
"CYN",NA,NA,NA
"AT3G23510",NA,NA,NA
"AT3G23530",NA,NA,NA
"AT3G23540",NA,NA,NA
"AT3G23550",NA,NA,NA
"ALF5",NA,NA,NA
"AT3G23570",NA,NA,NA
"RNR2A",NA,NA,NA
"RFR1",NA,NA,NA
"AT3G23600",NA,NA,NA
"AT3G23605",NA,NA,NA
"DSPTP1",NA,NA,NA
"AT3G23620",NA,NA,NA
"IPT7",NA,NA,NA
"HGL1",NA,NA,NA
"AT3G23660",NA,NA,NA
"KINESIN-12B",NA,NA,NA
"AT3G23690",NA,NA,NA
"AT3G23700",NA,NA,NA
"Tic22-III",NA,NA,NA
"XTH16",NA,NA,NA
"AT3G23740",NA,NA,NA
"AT3G23750",NA,NA,NA
"AT3G23760",NA,NA,NA
"NRPD2A",NA,NA,NA
"AAE16",NA,NA,NA
"SBP3",NA,NA,NA
"RALFL24",NA,NA,NA
"SAHH2",NA,NA,NA
"GAE6",NA,NA,NA
"AT3G23840",NA,NA,NA
"AT3G23870",NA,NA,NA
"AT3G23880",NA,NA,NA
"TOPII",NA,NA,NA
"AT3G23900",NA,NA,NA
"AT3G23910",NA,NA,NA
"BAM1",NA,NA,NA
"AT3G23930",NA,NA,NA
"AT3G23940",NA,NA,NA
"BLI",NA,NA,NA
"HSP60",NA,NA,NA
"ING1",NA,NA,NA
"AT3G04615",NA,NA,NA
"AT3G24030",NA,NA,NA
"AT3G24040",NA,NA,NA
"GATA1",NA,NA,NA
"AT3G24070",NA,NA,NA
"AT3G24080",NA,NA,NA
"GFAT",NA,NA,NA
"AT3G24100",NA,NA,NA
"AT3G24120",NA,NA,NA
"FMA",NA,NA,NA
"AT3G24150",NA,NA,NA
"PMP",NA,NA,NA
"GR1",NA,NA,NA
"AT3G24180",NA,NA,NA
"AT3G24190",NA,NA,NA
"AT3G24200",NA,NA,NA
"AT3G24210",NA,NA,NA
