"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"AT4G35030",0.000121628705289881,6.00244782394261,0.016,0.001,1,"2","AT4G35030"
"AT5G08310",0.000121628705289881,5.68633633868173,0.016,0.001,1,"2","AT5G08310"
"cwINV6",0.000121628705289881,5.45113331816131,0.016,0.001,1,"2","cwINV6"
"AT5G16170",0.000121628705289881,5.98004420227376,0.016,0.001,1,"2","AT5G16170"
"NAC094",0.000121628705289881,5.53929743737885,0.016,0.001,1,"2","NAC094"
"AT5G40880",0.000121628705289881,5.30621484715981,0.016,0.001,1,"2","AT5G40880"
"DIN9",0.000122632646621632,5.37414306615899,0.016,0.001,1,"2","DIN9"
"AT2G18980",0.000122632646621632,4.45841604217244,0.016,0.001,1,"2","AT2G18980"
"PDIL1-6.1",0.000122784128458829,0.456474328853609,0.07,0.021,1,"2","PDIL1-6"
"AT5G58640.2",0.000123227400293509,0.779433720145323,0.076,0.024,1,"2","AT5G58640"
"AT2G41020.1",0.000123493492893867,2.87167565299571,0.049,0.011,1,"2","AT2G41020"
"CSLA03",0.000123644396473533,4.01737259207259,0.016,0.001,1,"2","CSLA03"
"AT1G71140",0.000123644396473533,3.25665144095151,0.016,0.001,1,"2","AT1G71140"
"UGT73B5",0.000123644396473533,4.25799543650061,0.016,0.001,1,"2","UGT73B5"
"ADF5",0.000123644396473533,4.11704455183876,0.016,0.001,1,"2","ADF5"
"AT3G26770",0.000123644396473533,4.6572130550695,0.016,0.001,1,"2","AT3G26770"
"AT4G01925",0.000123644396473533,4.29522860758844,0.016,0.001,1,"2","AT4G01925"
"SPHK2",0.000123644396473533,4.05894565757877,0.016,0.001,1,"2","SPHK2"
"SLD1.2",0.000124100944949539,0.176480446292873,0.13,0.056,1,"2","SLD1"
"AT1G01640",0.000124664011430167,3.84120925808109,0.016,0.001,1,"2","AT1G01640"
"SWI2",0.000124664011430167,2.25630891025812,0.016,0.001,1,"2","SWI2"
"AT1G04840",0.000124664011430167,3.76354925503583,0.016,0.001,1,"2","AT1G04840"
"BIP3",0.000124664011430167,2.4360426375356,0.016,0.001,1,"2","BIP3"
"OPR2",0.000124664011430167,2.84908722751484,0.016,0.001,1,"2","OPR2"
"AT2G01540",0.000124664011430167,2.41356876928578,0.016,0.001,1,"2","AT2G01540"
"AT2G34400",0.000124664011430167,1.57676525275638,0.016,0.001,1,"2","AT2G34400"
"bHLH34",0.000124664011430167,3.85452659618667,0.016,0.001,1,"2","bHLH34"
"AT4G14746",0.000124664011430167,3.68561459868316,0.016,0.001,1,"2","AT4G14746"
"AT5G02910",0.000124664011430167,3.95455247885712,0.016,0.001,1,"2","AT5G02910"
"MAKR5",0.000124664011430167,1.86410420334992,0.016,0.001,1,"2","MAKR5"
"iqd32.2",0.000124718150463429,1.1811548443087,0.108,0.043,1,"2","iqd32"
"LTP2.2",0.000126232605729729,-4.59237897587654,0.027,0.117,1,"2","LTP2"
"CUL4.1",0.000126432551205977,0.398253993807715,0.124,0.053,1,"2","CUL4"
"TL29.1",0.000126847490257962,-9.34395397648957,0,0.074,1,"2","TL29"
"AT2G42220.1",0.000126847536662128,-9.4028511135353,0,0.074,1,"2","AT2G42220"
"BZO2H1.1",0.000126871644085396,1.902948415044,0.049,0.011,1,"2","BZO2H1"
"PAC1.2",0.000126945028071977,0.354461282238025,0.151,0.07,1,"2","PAC1"
"AT2G22795.2",0.000127567846090918,0.145849256033324,0.092,0.032,1,"2","AT2G22795"
"AT1G12310.2",0.000127851383386964,0.186004904306905,0.184,0.092,1,"2","AT1G12310"
"AT5G11970.2",0.000127952264395617,2.37727631314928,0.043,0.009,1,"2","AT5G11970"
"AT2G25970.2",0.000128516808250868,0.319613637832889,0.141,0.063,1,"2","AT2G25970"
"NPU.2",0.000128549982051259,0.59689080397249,0.097,0.036,1,"2","NPU"
"EIF2 ALPHA.1",0.000128918577318147,1.76412216384832,0.065,0.019,1,"2","EIF2 ALPHA"
"SDH2-2.1",0.000129076103365142,0.889110341819397,0.081,0.027,1,"2","SDH2-2"
"AtIPCS2.2",0.000129287612930236,0.409314830799729,0.086,0.03,1,"2","AtIPCS2"
"AIM1",0.000129349877940607,0.83478630284544,0.092,0.033,1,"2","AIM1"
"AT2G43420.1",0.000129388560785497,0.963942549297252,0.054,0.014,1,"2","AT2G43420"
"VRN5.1",0.000129851881739821,1.97422167838623,0.043,0.009,1,"2","VRN5"
"AT5G39590.1",0.000130336757011114,1.83835251814627,0.049,0.011,1,"2","AT5G39590"
"AT3G02280.1",0.000131216866035854,0.977884776341736,0.049,0.011,1,"2","AT3G02280"
"AT4G33150.1",0.000133240316875191,2.10945715740912,0.043,0.009,1,"2","AT4G33150"
"PDIL1-2.2",0.00013350882186631,1.39845034714003,0.081,0.027,1,"2","PDIL1-2"
"PBD1",0.000134837431554368,0.920519638392916,0.065,0.019,1,"2","PBD1"
"AT2G35840.1",0.000134921785292648,0.291688981917968,0.076,0.024,1,"2","AT2G35840"
"HTA9.1",0.000136058926663669,0.226960283151758,0.216,0.115,1,"2","HTA9"
"TBL18.1",0.000136158423255304,1.54125019513383,0.049,0.011,1,"2","TBL18"
"AT3G62110.1",0.00013661624508512,0.381088485274378,0.049,0.011,1,"2","AT3G62110"
"POK.2",0.000137594253512121,0.536941063375214,0.086,0.03,1,"2","POK"
"AT4G26450.1",0.000137920421685644,0.103502955009611,0.076,0.024,1,"2","AT4G26450"
"DiT1.1",0.000139189441282971,-0.489814702093765,0.178,0.086,1,"2","DiT1"
"AT3G58640.1",0.000139273232677398,0.642278133723592,0.076,0.024,1,"2","AT3G58640"
"AT1G24267.1",0.000139301839045669,0.77341615355277,0.065,0.019,1,"2","AT1G24267"
"AT3G60440.2",0.000139301839045669,0.627435580944223,0.065,0.019,1,"2","AT3G60440"
"AT2G43160.1",0.000139613377817785,0.363137925810603,0.076,0.024,1,"2","AT2G43160"
"AT3G15160",0.000140268595487186,0.750576042491239,0.043,0.009,1,"2","AT3G15160"
"AT3G59110.1",0.000141748925645588,0.313354321913028,0.049,0.011,1,"2","AT3G59110"
"BIR1",0.000142339991724377,0.537716072245892,0.043,0.009,1,"2","BIR1"
"AT5G57655",0.000142749650686401,0.345987421191151,0.124,0.053,1,"2","AT5G57655"
"CAND1.1",0.000143591886129333,0.108192498035049,0.092,0.033,1,"2","CAND1"
"GH9B7.2",0.000144548135183207,-0.321463527989073,0.114,0.045,1,"2","GH9B7"
"UBP12.2",0.000144577718512986,1.25671722205359,0.13,0.057,1,"2","UBP12"
"FLA1.1",0.000145163249450548,0.368979282429438,0.076,0.024,1,"2","FLA1"
"AT1G17080.1",0.00014586522207847,0.644343736277965,0.065,0.019,1,"2","AT1G17080"
"RAT5.1",0.000146226689783371,0.804470503223613,0.076,0.024,1,"2","RAT5"
"PSAD-2.1",0.000147272930457371,-7.35063262744528,0.005,0.083,1,"2","PSAD-2"
"AT1G22200.2",0.00014783978086313,0.667933058476403,0.103,0.04,1,"2","AT1G22200"
"UBP14.1",0.000148243706022588,0.703855735604671,0.086,0.031,1,"2","UBP14"
"AT2G28600.2",0.000148522145102781,1.49084461814942,0.103,0.041,1,"2","AT2G28600"
"AT2G21250.1",0.000148702157486145,0.531079407801594,0.097,0.036,1,"2","AT2G21250"
"AT1G03070",0.000148757389722573,10.3395571852664,0.011,0,1,"2","AT1G03070"
"AT1G04700",0.000148757389722573,6.82023293223785,0.011,0,1,"2","AT1G04700"
"AT1G06330",0.000148757389722573,10.5639160109761,0.011,0,1,"2","AT1G06330"
"AT1G11540",0.000148757389722573,6.65956941460024,0.011,0,1,"2","AT1G11540"
"AT1G12600",0.000148757389722573,7.52073830397867,0.011,0,1,"2","AT1G12600"
"WAKL5",0.000148757389722573,8.11684083086116,0.011,0,1,"2","WAKL5"
"AT1G22810",0.000148757389722573,7.43025373253452,0.011,0,1,"2","AT1G22810"
"AT1G29180",0.000148757389722573,5.99504984584197,0.011,0,1,"2","AT1G29180"
"CLE11",0.000148757389722573,8.13335314806628,0.011,0,1,"2","CLE11"
"AT1G50050",0.000148757389722573,7.05738371659861,0.011,0,1,"2","AT1G50050"
"AT1G52330",0.000148757389722573,6.07931325623296,0.011,0,1,"2","AT1G52330"
"ENDO2",0.000148757389722573,5.7874239823706,0.011,0,1,"2","ENDO2"
"CLE12",0.000148757389722573,6.30536584005624,0.011,0,1,"2","CLE12"
"AT1G72240",0.000148757389722573,8.14685609041677,0.011,0,1,"2","AT1G72240"
"AT1G78172",0.000148757389722573,6.49093665835018,0.011,0,1,"2","AT1G78172"
"CAMS1",0.000148757389722573,7.12407103086526,0.011,0,1,"2","CAMS1"
"AT2G33280",0.000148757389722573,6.747071331941,0.011,0,1,"2","AT2G33280"
"ZAT11",0.000148757389722573,8.24321891412174,0.011,0,1,"2","ZAT11"
"LBD15",0.000148757389722573,8.00053334605465,0.011,0,1,"2","LBD15"
"AT2G41450",0.000148757389722573,7.03826234541522,0.011,0,1,"2","AT2G41450"
"AT2G43550",0.000148757389722573,7.05738371659861,0.011,0,1,"2","AT2G43550"
"HIR2",0.000148757389722573,7.29408615362376,0.011,0,1,"2","HIR2"
"EDA5",0.000148757389722573,7.81040765786872,0.011,0,1,"2","EDA5"
"AT3G10320",0.000148757389722573,8.28316227177754,0.011,0,1,"2","AT3G10320"
"AT3G15760",0.000148757389722573,8.58631387973262,0.011,0,1,"2","AT3G15760"
"AT3G19663",0.000148757389722573,6.10916874813871,0.011,0,1,"2","AT3G19663"
"AT3G21670",0.000148757389722573,6.90935608717229,0.011,0,1,"2","AT3G21670"
"AT3G23360",0.000148757389722573,9.27303064890007,0.011,0,1,"2","AT3G23360"
"AT3G23870",0.000148757389722573,7.97133171110846,0.011,0,1,"2","AT3G23870"
"AT3G24463",0.000148757389722573,7.20291091210079,0.011,0,1,"2","AT3G24463"
"AT3G27415",0.000148757389722573,6.83260262300731,0.011,0,1,"2","AT3G27415"
"AT3G28450",0.000148757389722573,6.92812690522869,0.011,0,1,"2","AT3G28450"
"AT3G43110",0.000148757389722573,6.54109054379729,0.011,0,1,"2","AT3G43110"
"AT3G49400",0.000148757389722573,6.99551458576299,0.011,0,1,"2","AT3G49400"
"JRG21",0.000148757389722573,6.73950683546955,0.011,0,1,"2","JRG21"
"AT3G59080",0.000148757389722573,6.84789204220985,0.011,0,1,"2","AT3G59080"
"AT3G62540",0.000148757389722573,7.28112588454583,0.011,0,1,"2","AT3G62540"
"AT4G01200",0.000148757389722573,7.62693104978701,0.011,0,1,"2","AT4G01200"
"AT4G10500",0.000148757389722573,7.97133171110846,0.011,0,1,"2","AT4G10500"
"CBL6",0.000148757389722573,6.25278245863841,0.011,0,1,"2","CBL6"
"AT4G18450",0.000148757389722573,8.11038312960472,0.011,0,1,"2","AT4G18450"
"AAT1",0.000148757389722573,7.33857216427545,0.011,0,1,"2","AAT1"
"AT4G25835",0.000148757389722573,7.41622424124848,0.011,0,1,"2","AT4G25835"
"AT4G25845",0.000148757389722573,7.97133171110846,0.011,0,1,"2","AT4G25845"
"PIRL8",0.000148757389722573,8.7455756582219,0.011,0,1,"2","PIRL8"
"RPS2.1",0.000148757389722573,8.09282897619726,0.011,0,1,"2","RPS2.1"
"CKX4",0.000148757389722573,6.79434475558107,0.011,0,1,"2","CKX4"
"AT4G34810",0.000148757389722573,7.20175570084208,0.011,0,1,"2","AT4G34810"
"ZAT6",0.000148757389722573,7.04050734029325,0.011,0,1,"2","ZAT6"
"AT5G05220",0.000148757389722573,6.5006818748078,0.011,0,1,"2","AT5G05220"
"AT5G06380",0.000148757389722573,7.0379683772906,0.011,0,1,"2","AT5G06380"
"AT5G07330",0.000148757389722573,8.73737073907666,0.011,0,1,"2","AT5G07330"
"AT5G07380",0.000148757389722573,6.30774592317344,0.011,0,1,"2","AT5G07380"
"AT5G09290",0.000148757389722573,5.80360716906303,0.011,0,1,"2","AT5G09290"
"AT5G10625",0.000148757389722573,6.4522960049376,0.011,0,1,"2","AT5G10625"
"AT5G01815",0.000148757389722573,7.80128779869213,0.011,0,1,"2","AT5G01815"
"AT5G18780",0.000148757389722573,7.66318245318909,0.011,0,1,"2","AT5G18780"
"AT5G19100",0.000148757389722573,8.70733183658123,0.011,0,1,"2","AT5G19100"
"AT5G04905",0.000148757389722573,8.19110827522048,0.011,0,1,"2","AT5G04905"
"AT5G38700",0.000148757389722573,8.43989204047771,0.011,0,1,"2","AT5G38700"
"AT5G44920",0.000148757389722573,6.72506722240247,0.011,0,1,"2","AT5G44920"
"AT5G45000",0.000148757389722573,7.59337135459789,0.011,0,1,"2","AT5G45000"
"AT5G51420",0.000148757389722573,6.90065032760236,0.011,0,1,"2","AT5G51420"
"AT5G55380",0.000148757389722573,7.7558625471749,0.011,0,1,"2","AT5G55380"
"AT5G57035",0.000148757389722573,7.66097619185216,0.011,0,1,"2","AT5G57035"
"EMB3126.1",0.000149675424867552,-4.81879786924539,0.016,0.1,1,"2","EMB3126"
"AT5G10540.2",0.000150250122780548,0.918467601224453,0.092,0.034,1,"2","AT5G10540"
"AT5G03660",0.000151613906175677,0.380122100832367,0.097,0.036,1,"2","AT5G03660"
"AT2G46230.2",0.000151882456948785,1.18255697813978,0.103,0.041,1,"2","AT2G46230"
"AT4G13180.2",0.000155628393043005,0.822672287717409,0.065,0.019,1,"2","AT4G13180"
"GSTU27.2",0.000156296328396383,1.61302765943002,0.059,0.017,1,"2","GSTU27"
"AT5G48110.2",0.000156301616363654,1.5378442494642,0.081,0.028,1,"2","AT5G48110"
"AT2G43640.2",0.000156943815693703,1.78440108210262,0.076,0.025,1,"2","AT2G43640"
"AT2G40430.2",0.000158238605427368,0.484068956577742,0.157,0.074,1,"2","AT2G40430"
"ENODL16.1",0.00015904480425362,4.26907893222169,0.032,0.005,1,"2","ENODL16"
"AT2G21180.1",0.000159762623158758,5.14951524132278,0.032,0.005,1,"2","AT2G21180"
"AT3G01516.1",0.000159762623158758,4.793289909296,0.032,0.005,1,"2","AT3G01516"
"AT4G33890.1",0.000159762623158758,4.99585737752681,0.032,0.005,1,"2","AT4G33890"
"AT3G23940.2",0.000161712583027449,1.09015671964097,0.151,0.072,1,"2","AT3G23940"
"AT4G25900.1",0.000161934415451183,3.97126457671014,0.032,0.005,1,"2","AT4G25900"
"SDH1-2.1",0.000162664498318155,3.76930424982572,0.032,0.005,1,"2","SDH1-2"
"AT3G14530.1",0.000162664498318155,4.70624162113026,0.032,0.005,1,"2","AT3G14530"
"EDA3.1",0.000164488674358538,-6.47758111925408,0.005,0.082,1,"2","EDA3"
"AT5G22120.2",0.000165678189579414,1.20556296232434,0.059,0.017,1,"2","AT5G22120"
"BRM.1",0.000167685524518245,0.803243135577263,0.07,0.022,1,"2","BRM"
"HWS.1",0.000167862460787489,3.24185872778964,0.032,0.005,1,"2","HWS"
"AT4G23510.1",0.000167862460787489,3.22459793419871,0.032,0.005,1,"2","AT4G23510"
"AT2G41650.2",0.000169994352416504,0.95175193473431,0.124,0.054,1,"2","AT2G41650"
"AT1G14170.1",0.000170137650705473,2.56791656735532,0.032,0.005,1,"2","AT1G14170"
"AT1G19380",0.000170137650705473,2.16512372199682,0.032,0.005,1,"2","AT1G19380"
"AT4G02940.2",0.000170455675094994,1.05415496364001,0.07,0.022,1,"2","AT4G02940"
"ASF1B.1",0.00017117066037278,1.19167718211561,0.059,0.017,1,"2","ASF1B"
"AT1G80290",0.000171670524621228,0.421052939245398,0.032,0.005,1,"2","AT1G80290"
"AT2G26190.1",0.000171670524621228,1.15073869144835,0.032,0.005,1,"2","AT2G26190"
"AT3G07230.2",0.000172257900947501,-0.14546163366883,0.243,0.134,1,"2","AT3G07230"
"BPS1.2",0.000172302991463897,-0.475177058941644,0.086,0.03,1,"2","BPS1"
"GRP3S.1",0.000173623930075501,-6.57709793022008,0.016,0.098,1,"2","GRP3S"
"MTN1.2",0.000173680940087825,0.91359560218141,0.135,0.061,1,"2","MTN1"
"ASG8",0.000174775322581797,0.901100007398366,0.032,0.005,1,"2","ASG8"
"VIK.1",0.000175008685463024,0.344704129005949,0.103,0.04,1,"2","VIK"
"ACA10",0.000176347451563635,1.00583280008011,0.032,0.005,1,"2","ACA10"
"AT5G08200.1",0.000176347451563635,1.65183104867521,0.032,0.005,1,"2","AT5G08200"
"AT1G62600",0.000177138493746257,1.01181015133422,0.032,0.005,1,"2","AT1G62600"
"HEB1.1",0.000177138493746257,1.26312650041954,0.032,0.005,1,"2","HEB1"
"AT2G34840.1",0.000177138493746257,0.592520269472265,0.032,0.005,1,"2","AT2G34840"
"AT5G67490.2",0.000178031052278488,0.622875116123639,0.086,0.031,1,"2","AT5G67490"
"AT5G06830.1",0.000178088285735856,0.637057920483281,0.059,0.017,1,"2","AT5G06830"
"AT1G30700.1",0.000180336151332007,1.76017841456794,0.032,0.005,1,"2","AT1G30700"
"AT3G02320.2",0.000181605664236239,2.05391193292665,0.065,0.02,1,"2","AT3G02320"
"AT1G78020",0.000184409561679757,1.81425957653541,0.032,0.005,1,"2","AT1G78020"
"GSTU24.2",0.000184565905359645,1.78927282442232,0.054,0.014,1,"2","GSTU24"
"AT1G02890.1",0.000185467051200195,0.736995768242303,0.076,0.025,1,"2","AT1G02890"
"AT1G56220.2",0.000185481371217535,0.174532897107067,0.103,0.04,1,"2","AT1G56220"
"SEC5B.1",0.000187921698802838,2.52445714752167,0.054,0.014,1,"2","SEC5B"
"AT4G32530.2",0.000188479134200748,0.649922027100991,0.114,0.047,1,"2","AT4G32530"
"TUA3",0.000189049829785284,-0.614112913049964,0.195,0.096,1,"2","TUA3"
"ALDH11A3.2",0.000192874146099173,-9.2027707069936,0,0.071,1,"2","ALDH11A3"
"AT3G04780.2",0.000195217345461732,1.09583031198715,0.119,0.051,1,"2","AT3G04780"
"AT1G68650.1",0.000195390325215955,1.82716662266772,0.054,0.014,1,"2","AT1G68650"
"AT2G44065.2",0.000195435118725979,1.86208064478291,0.081,0.029,1,"2","AT2G44065"
"HBT.2",0.0001954811644033,0.797888476161904,0.065,0.02,1,"2","HBT"
"AT1G06890.2",0.000198043187580249,0.767121875361619,0.108,0.044,1,"2","AT1G06890"
"GSL12.2",0.000198963541180831,0.210140244443365,0.103,0.041,1,"2","GSL12"
"NKS1.2",0.000199102494340579,1.29931682095416,0.065,0.02,1,"2","NKS1"
"NAP1%3B2",0.000199911374274885,0.322530119072065,0.2,0.105,1,"2","NAP1%3B2"
"AT3G07760.1",0.000201920566711285,0.25359261433655,0.081,0.028,1,"2","AT3G07760"
"SPPL1.2",0.000201926886597557,2.61340744119637,0.054,0.014,1,"2","SPPL1"
"AN.2",0.000203023455726129,1.97268055998048,0.07,0.023,1,"2","AN"
"GONST4.1",0.000204965470730622,1.89929154828153,0.054,0.014,1,"2","GONST4"
"AT4G30170.2",0.000205614210924185,-0.299823399723597,0.081,0.027,1,"2","AT4G30170"
"OPCL1.2",0.000206632654531066,3.45670379882737,0.049,0.012,1,"2","OPCL1"
"OXA1L.2",0.000208335124013828,0.994042313487151,0.076,0.026,1,"2","OXA1L"
"AT4G22212.2",0.000208821749080303,1.64833024421412,0.076,0.026,1,"2","AT4G22212"
"AT3G16760.2",0.000211171934685389,1.43958696292076,0.054,0.014,1,"2","AT3G16760"
"KCR1.1",0.000212713682360932,0.178307605169712,0.103,0.041,1,"2","KCR1"
"AT4G40040.1",0.000213133916943565,-0.376013688832733,0.254,0.139,1,"2","AT4G40040"
"AT2G03510.1",0.000215245801867582,1.29478486247381,0.076,0.026,1,"2","AT2G03510"
"AT5G63150.1",0.000220157983206514,1.0843636480734,0.054,0.014,1,"2","AT5G63150"
"AT3G50210.1",0.000220183847536977,1.98138762621107,0.07,0.023,1,"2","AT3G50210"
"AT1G50920.1",0.00022024910162138,0.384315535423109,0.146,0.069,1,"2","AT1G50920"
"AT1G07820.2",0.000221871500654318,0.936566303963657,0.114,0.048,1,"2","AT1G07820"
"NEK2.1",0.000222188637704292,1.09019483434818,0.065,0.02,1,"2","NEK2"
"AT4G38710.1",0.000223317859910854,0.86204032604634,0.103,0.041,1,"2","AT4G38710"
"AT3G27360.2",0.000223407115740613,1.40106236455546,0.076,0.026,1,"2","AT3G27360"
"AT5G22450.2",0.000225913403641863,3.20034254915528,0.038,0.008,1,"2","AT5G22450"
"AT1G09200.2",0.000226754841369454,1.13489282964164,0.07,0.023,1,"2","AT1G09200"
"LPLAT1.2",0.000226787302180353,2.99784808663427,0.038,0.008,1,"2","LPLAT1"
"COQ3.1",0.000226787302180353,1.78969397797958,0.038,0.008,1,"2","COQ3"
"AT1G70190.1",0.000226855400031704,0.653966596969002,0.092,0.035,1,"2","AT1G70190"
"AT1G07030.1",0.000229546710335182,1.11759751640971,0.07,0.023,1,"2","AT1G07030"
"AT5G53090.2",0.00022963879415708,4.03013398251565,0.043,0.01,1,"2","AT5G53090"
"TOPP4.1",0.000232097684678392,2.20545604058606,0.038,0.008,1,"2","TOPP4"
"PLT2.1",0.000232644414691906,1.9826871471144,0.059,0.017,1,"2","PLT2"
"AT1G50740.2",0.000233282873761912,1.78235132506985,0.059,0.017,1,"2","AT1G50740"
"AT2G35810.2",0.000233661753361641,2.94692998496786,0.043,0.01,1,"2","AT2G35810"
"ENGase85A.2",0.000233661753361641,3.35552409124959,0.043,0.01,1,"2","ENGase85A"
"DCP5.2",0.000233687509646132,0.239246196847617,0.173,0.086,1,"2","DCP5"
"AT1G28350.2",0.000233947457201651,1.36396356373568,0.081,0.029,1,"2","AT1G28350"
"AT1G57620.1",0.000234080896535382,1.32389577539238,0.07,0.023,1,"2","AT1G57620"
"AT3G02840",0.000235273443668713,4.81037475953327,0.027,0.004,1,"2","AT3G02840"
"ABF2.1",0.000235574217062803,1.63621650765642,0.049,0.012,1,"2","ABF2"
"AT5G54780.2",0.000236927639016457,2.84117099085647,0.043,0.01,1,"2","AT5G54780"
"AT1G50580",0.000238834884349578,4.15567918657324,0.027,0.004,1,"2","AT1G50580"
"CAX5.1",0.000239359863247011,1.04486363587694,0.038,0.008,1,"2","CAX5"
"FBS3.2",0.000239734041624445,2.12095409413509,0.049,0.012,1,"2","FBS3"
"AT2G43240.1",0.000240115672047025,1.18403116827088,0.049,0.012,1,"2","AT2G43240"
"AT3G60480",0.00024028248000599,3.0133472746204,0.038,0.008,1,"2","AT3G60480"
"AT2G30710.2",0.000240880520884056,1.85566100774347,0.049,0.012,1,"2","AT2G30710"
"TAF4B",0.000241237212079365,4.03908640767845,0.027,0.004,1,"2","TAF4B"
"ATOEP16-4",0.000241237212079365,2.57281226985134,0.027,0.004,1,"2","ATOEP16-4"
"PDH-E1 ALPHA.1",0.000241245087406086,0.472967543082751,0.162,0.08,1,"2","PDH-E1 ALPHA"
"PHT1%3B4.2",0.000242137641673298,1.95666794867841,0.038,0.008,1,"2","PHT1%3B4"
"AT3G59290.1",0.000242137731677146,1.1724276588388,0.038,0.008,1,"2","AT3G59290"
"AT2G25430.2",0.000242218572991935,0.893756219863646,0.07,0.023,1,"2","AT2G25430"
"AT5G66060.1",0.000243188804109532,0.962364214842213,0.049,0.012,1,"2","AT5G66060"
"AT4G16695.1",0.000243402533908537,0.585871624383627,0.07,0.023,1,"2","AT4G16695"
"AT5G23550.1",0.000244433137751372,3.08470753751483,0.043,0.01,1,"2","AT5G23550"
"AT1G76520.1",0.00024473917025278,1.74154314741095,0.049,0.012,1,"2","AT1G76520"
"BCA5.2",0.000245036480581081,1.0589621974236,0.081,0.029,1,"2","BCA5"
"AT2G42670",0.000246110032362962,3.71141513374213,0.027,0.004,1,"2","AT2G42670"
"PNT1",0.000246110032362962,2.00472879365695,0.027,0.004,1,"2","PNT1"
"AT1G34320.1",0.000246553097098589,0.930276569193508,0.097,0.038,1,"2","AT1G34320"
"AT1G05350.2",0.000246769054749457,0.713091517629504,0.086,0.032,1,"2","AT1G05350"
"RABA3",0.000247342582992631,1.39374954215603,0.027,0.004,1,"2","RABA3"
"AT5G53650.1",0.00024758928869201,0.848304303759713,0.07,0.023,1,"2","AT5G53650"
"EMB3135.1",0.00024789083893553,0.43787428256142,0.07,0.023,1,"2","EMB3135"
"XRN4.1",0.000248411673704427,0.150307887412066,0.065,0.02,1,"2","XRN4"
"AT5G35690.1",0.000250238774249431,1.09517503467116,0.049,0.012,1,"2","AT5G35690"
"PANK2.1",0.000251033828672679,0.911444603198434,0.049,0.012,1,"2","PANK2"
"PERK9",0.000252330919256304,1.29853412683988,0.027,0.004,1,"2","PERK9"
"UBC16",0.000252330919256304,1.95087680195091,0.027,0.004,1,"2","UBC16"
"AT2G34930",0.000252330919256304,1.06046840358743,0.027,0.004,1,"2","AT2G34930"
"AT5G57710",0.000253554484720633,1.12330839862453,0.038,0.008,1,"2","AT5G57710"
"CPK33",0.000253592663246125,1.70443531379622,0.027,0.004,1,"2","CPK33"
"AT1G54110",0.000253592663246125,1.77090188800539,0.027,0.004,1,"2","AT1G54110"
"AT1G59970",0.000253592663246125,1.43596833938557,0.027,0.004,1,"2","AT1G59970"
"AT2G33360",0.000253592663246125,1.20611607038069,0.027,0.004,1,"2","AT2G33360"
"AT3G60540",0.000253592663246125,1.57887110472927,0.027,0.004,1,"2","AT3G60540"
"TOP6B",0.000254860322149272,1.21352809504325,0.027,0.004,1,"2","TOP6B"
"AT1G08890",0.000255854125763928,1.34180781264494,0.049,0.012,1,"2","AT1G08890"
"AT3G22290.2",0.000256671841537128,0.886725417137211,0.076,0.026,1,"2","AT3G22290"
"AT4G00300.1",0.000258296694235303,0.84521127611606,0.049,0.012,1,"2","AT4G00300"
"AT5G10740",0.000258699045314585,1.86938167324373,0.027,0.004,1,"2","AT5G10740"
"AT5G40810.1",0.000258731965516965,0.409764867777207,0.146,0.069,1,"2","AT5G40810"
