"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"AGO1",0.129507892617664,-1.11591483721693,0.221,0.105,1
"TOPP2",0.132259983899956,1.01450982549567,0.103,0.035,1
"CIPK23",0.135138902818189,-0.408017337699098,0.103,0.035,1
"FBA6",0.135138902818189,-0.36406517279298,0.103,0.035,1
"ECT5",0.135138902818189,-0.394832359512162,0.103,0.035,1
"IDH1",0.135138902818189,-0.508620555504752,0.103,0.035,1
"AT5G47690",0.135138902818189,-0.557057557328629,0.103,0.035,1
"PABN1",0.135138902818189,-0.63594177477588,0.103,0.035,1
"CYCP1%3B1",0.135865529500812,-0.578752552216328,0.103,0.035,1
"ENO1",0.136596403382141,-0.797438001002528,0.103,0.035,1
"AT4G27130",0.136596403382141,-0.596144296189518,0.103,0.035,1
"AT5G53140",0.1379114063932,-0.312851767512469,0.131,0.053,1
"SIP3",0.137955809199817,-2.17960333766568,0.152,0.211,1
"TPL",0.138066004837878,-1.26285664911963,0.103,0.035,1
"AT2G30060",0.138066004837878,-0.714125161662958,0.103,0.035,1
"AT2G36410",0.138066004837878,-0.752796474454853,0.103,0.035,1
"TMN7",0.138066004837878,-1.2925180188661,0.103,0.035,1
"AT4G12590",0.138066004837878,-0.642447150007139,0.103,0.035,1
"DI21",0.138066004837878,-1.12456655819865,0.103,0.035,1
"ARIA",0.138066004837878,-2.11752905601592,0.103,0.035,1
"GME",0.138066004837878,-1.35410090184857,0.103,0.035,1
"AT5G45430",0.138066004837878,-1.11240998816911,0.103,0.035,1
"TRN2",0.138066004837878,-1.74712103681358,0.103,0.035,1
"AT5G53480",0.138066004837878,-1.27935205070957,0.103,0.035,1
"AT5G56350",0.138066004837878,-1.04103241806242,0.103,0.035,1
"ADF4",0.138066004837878,-1.37929482989954,0.103,0.035,1
"CPN20",0.139228956513439,-0.436925078183075,0.131,0.053,1
"BTF3",0.140555682555316,-0.808140768873263,0.131,0.053,1
"p24beta2",0.140556176612817,-0.371720217653116,0.131,0.053,1
"MAB1",0.140556176612817,-0.59983579707437,0.131,0.053,1
"AT1G52360",0.141893104965532,-0.674807836047903,0.131,0.053,1
"TIM",0.141893104965532,-0.442518102899016,0.131,0.053,1
"DiT1",0.143239779649154,-1.07863100040388,0.131,0.053,1
"AT2G05790",0.144596238540384,-1.73934004964442,0.131,0.053,1
"AT3G11630",0.144596238540384,-1.01436281315945,0.131,0.053,1
"AT3G24100",0.146633124680775,-1.23774591721709,0.159,0.07,1
"AT4G40030",0.146633124680775,-1.43315067691202,0.159,0.07,1
